OR,OT
"Municipal Ordinance No. 18, s-1986",An ordinance prohibiting the use of Charcoal and Firewood for Cooking inside the Public Market and providing penalties for violation thereof.
"Municipal Ordinance No. 19, s-1986",An ordinance designating the vacant land area adjacent and belonging to the public market as a service parking area declaring all perimeter roads of the market premises as loading and unloading zones only and providing penalties for violation thereof.
"Municipal Ordinance No. 16-A, s-1986",“AN ORDINANCE RELOCATING/TRANSFERRING THE PROCESSING OF GOLD TO THE INDUSTRIAL ZONE AND PROVIDING PENALTIES FOR VIOLATION THEREOF”.
"MUNICIPAL ORDINANCE NO. 15, s-1986","“AN ORDINANCE AMENDING CERTAIN PROVISION OF MUNICIPAL TAX ORDINANCE NO. 8, SERIES OF 1982 OF THE MUNICIPALITY OF TAGUM, DAVAO”."
"MUNICIPAL ORDINANCE NO. 14, s-1985",AN ORDINANCE REGULATING BUTCHERS IN THE MUNICIPAL SLAUGHTERHOUSE.
"MUNICIPAL ORDINANCE NO. 13, s-1985","AN ORDINANCE REGULATING THE BUYING, SELLING AND PROCESSING OF GOLD IN THE MUNICIPALITY OF TAGUM PRESCRIBING THE RATES THEREOF AND PROVIDING PENALTIES FOR VIOLATION THEREFORE."
"MUNICIPAL ORDINANCE NO. 12, s-1985",“AN ORDINANCE INCREASING THE TOMB RENTALS IN THE LA FILIPINA CEMETERY THIS MUNICIPALITY FROM P25.00 TO P100.00 FOR ADULT AND FROM P10.00 TO P75.00 FOR CHILDREN FOR FIVE (5) YEARS RENEWABLE EVERY FIVE YEARS THEREAFTER”.
"MUNICIPAL ORDINANCE NO. 11, s-1984","“AN ORDINANCE AMENDING CERTAIN PROVISIONS OF ANTI-LITTERING ORDINANCE NO. 1, SERIES OF 1972 BY INCREASING PENALTIES FOR VIOLATIONS THEREOF”."
"MUNICIPAL ORDINANCE NO. 10, s-1984",“AN ORDINANCE INCREASING THE TUITION FEES OF STUDENTS IN THE TAGUM MUNICIPAL HIGH SCHOOL FROM FIRST YEAR TO FOURTH YEAR IN THE AMOUNT OF TWENTY (P20.00) PESOS A MONTH EFFECTIVE SCHOOL YEAR 1984-1985”.
"MUNICIPAL ORDINANCE NO. 10, s-1983","“AN ORDINANCE AMENDING CERTAIN PROVISIONS OF MUNICIPAL ORDINANCE NO. 9, SERIES OF 1983 AND DECLARING SUCH ORDINANCE, PART OF PARTS THEREOF WHICH ARE INCONSISTENT HEREWITH DEEMED REPEALED AND/OR MODIFIED ACCORDINGLY”."
"MUNICIPAL ORDINANCE NO. 07, s-1982",“AN ORDINANCE DECLARING AS ONE WAY TRAFFIC SPECIFIED ROADS AROUND THE TAGUM PUBLIC MARKET AND PROVIDING PENALTIES FOR VIOLATION THEREOF”.
"MUNICIPAL ORDINANCE NO. 05, s-1982","“AN ORDINANCE NAMING OFFICIALLY THE EXISTING OSMEÑA EXTENSION ROAD AS DON JOAQUIN PEREYRAS STREET, THIS MUNICIPALITY”."
"MUNICIPAL ORDINANCE NO. 04, s-1982","“AN ORDINANCE NAMING OFFICIALLY THE EXISTING DALISAY ROAD AS DOÑA REGINA DALISAY AVENUE, THIS MUNICIPALITY."
"MUNICIPALORDINANCE NO. 03, s-1982","“AN ORDINANCE AMENDING SECTION 2 OF RESOLUTION NO. 136 – MUNICIPAL ORDINANCE NO. 2, DATED SEPTEMBER 3, 1981.”"
"MUNICIPAL ORDINANCE NO. 02, s-1982","“AN ORDINANCE REGULATING THE OPERATION OF TRICYCLE SIDECABS OR CENTER CABS WITHIN THE MUNICIPALITY, IMPOSING SANITARY AND INSPECTION FEE FROM EVERY OWNER OF EACH UNIT AND PROVIDING PENALTY FOR VIOLATIONS THEREOF”."
"MUNICIPAL ORDINANCE NO. 01, s-1982","“AN ORDINANCE IMPOSING A FEE ON EVERY CERTIFICATION OF ZONING ISSUED BY THE ZONING ADMINISTRATOR OR MAYOR IN THE AMOUNT OF P0.50 PER P1, 000.00 OF THE ESTIMATED COST OF THE BUILDINGS AND OTHER STRUCTURES TO BE CONSTRUCTED WITHIN THIS MUNICIPALITY”."
"MUNICIPAL ORDINANCE NO. 08, s-1981",“AN ORDINANCE CREATING THE OFFICE OF THE BUSINESS PERMITS AND LICENSE INSPECTION SECTION IN THE OFFICE OF THE MUNICIPAL MAYOR”.
"MUNICIPAL ORDINANCE NO. 6, s-1981","AN ORDINANCE IMPOSING GARBAGE FEE UPON EVERY BUSINESS ESTABLISHMENT, PROVIDING PENALTIES FOR VIOLATION THEREOF."
"MUNICIPAL ORDINANCE NO. 05, s-1981","AN ORDINANCE AMENDING SEC. 10 OF MUNICIPAL TAX ORDINANCE NO. 2 ENACTED ON JUNE 6, 1974."
"MUNICIPAL ORDINANCE NO. 04, s-1981","“AN ORDINANCE REPEALING MUN. ORD. NO. 19, s-1977, REROUTING PASSENGER PUBLIC UTILITY VEHICLES (BUSES/JEEPNEYS) TOWARDS THEIR DESIGNATED TERMINAL”."
"MUNICIPAL ORDINANCE NO. 03, s-1981","“AN ORDINANCE REPEALING MUN. ORD. NO. 17, DATED SEPTEMBER 30, 1976, ZONIFYING LOCATION OF PASSENGERS IN THE TERRITORIAL JURISDICTION OF TAGUM”."
"MUNICIPAL ORDINANCE NO. 02, 1981",“AN ORDINANCE PROHIBITING THE AMBULANT SELLING ALONG THE ALLEYS AND SIDEWALKS OF THE TAGUM PUBLIC MARKET”.
"MUNICIPAL ORDINANCE NO. 01, s-1981",“AN ORDINANCE REGULATING THE PLAYING OF MAHJONG”.
"MUNICIPAL ORDINANCE NO. 02, s-1980","“AN ORDINANCE REGULATING PUBLIC UTILITY VEHICLES PASSING ALONG SOBRECAREY STREET WITHIN THE POBLACION, THIS MUNICIPALITY AND PROVIDING PENALTIES FOR VIOLATIONS THEREOF”."
"MUNICIPAL ORDINANCE NO. 03, s-1980",“AN ORDINANCE IMPLEMENTING THE LOCATIONS OF PUBLIC UTILITY VEHICLE TERMINALS AND GARAGE IN ACCORDANCE WITH THE COMPREHENSIVE DEVELOPMENT PLAN”.
"MUNICIPAL ORD. NO. 01, s-1980","“AN ORDINANCE AUTHORIZING THE INSTALLATION AND/OR PLACING OF APPROPRIATE SIGNBOARDS TO BEAUTIFY AND IDENTIFY THE PREMISES OF THE PUBLIC MARKET, THIS MUNICIPALITY”."
"MUNICIPAL ORDINANCE NO. 23-B, s-1979",“AN ORDINANCE BANNING PUBLIC UTILITY VEHICLES INCLUDING PRIVATE TRUCKS AND TRAILERS PASSING ALONG SOBRECAREY STREET AND PROVIDING PENALTIES FOR VIOLATIONS THEREOF”.
"MUNICIPAL ORD. NO. 21, s-1977","“AN ORDINANCE AMENDING SEC. 2, PARAGRAPH A, A-1 AND A-2 OF MUN. TAX ORD. NO. 2, SERIES OF 1974”."
"MUNICIPAL ORDINANCE NO. 20, s-1977",“AN ORDINANCE AMENDING SEC. 8 OF MUN. TAX ORD. NO. 2 REGARDING INCREASE OF TUITION FEES OF THE TAGUM MUNICIPAL HIGH SCHOOL”.
"MUNICIPAL ORDINANCE NO. 19, s-1977","“AN ORDINANCE REROUTING PASSENGER PUBLIC UTILITY VEHICLES (BUSES AND JEEPNEYS) TOWARDS THEIR DESIGNATED TERMINALS WHILE ENTERING THE POBLACION, THIS MUNICIPALITY AND PROVIDING PENALTIES FOR ITS VIOLATION”."
"MUNICIPAL ORDINANCE NO. 18, s-1977","“AN ORDINANCE AMENDING SEC. 2 OF MUN. ORD. NO. 16, REGARDING RICE AND CORN MILL”."
"MUNICIPAL ORDINANCE NO. 17, S-1976",“AN ORDINANCE ZONIFYING LOCATIONS OF PASSENGER PUBLIC UTILITY VEHICLE (BUSES AND JEEPNEYS) TERMINALS SUBJECT TO GOVERNMENT REGULATIONS AND PROVIDING PENALTIES FOR VIOLATIONS THEREOF”.
"MUNICIPAL ORDINANCE NO. 16, S-1975","“AN ORDINANCE AMENDING MUNICIPAL ORDINANCE NO. 3, SERIES OF 1973 OF THE MUNICIPALITY OF TAGUM, DAVAO ENACTED ON OCTOBER 18, 1973.”"
"MUNICIPAL ORDINANCE NO. 15, S -1975","“AN ORDINANCE AMENDING SECTION 4 OF MUNICIPAL ORDINANCE NO. 9 ENACTED ON DECEMBER 12, 1974”."
"MUNICIPAL ORDINANCE NO. 14, s-1975","“AN ORDINANCE DECLARING INOPERATIVE MUNICIPAL ORDINANCE NO. 8 ENACTED ON DECEMBER 12, 1974”."
"MUNICIPAL ORDINANCE NO. 13, s-1975","“AN ORDINANCE LICENSING AND TAXING GAFFERS, REFEREES, BETTAKERS OR PROMOTERS BEFORE THEY COULD ACT AS SUCH AND REGULATING THE EXERCISE OF THE SAME PROFESSION”."
"MUNICIPAL ORDINANCE NO. 12, s-1975","“AN ORDINANCE BANNING AND MAKING IT UNLAWFUL FOR PUBLIC UTILITY VEHICLES TO PARK ON ANY PORTION OF MUNICIPAL STREETS AND/OR VEHICLES TO PARK ON ANY PORTION OF MUNICIPAL STREETS AND/OR PUBLIC ROADS WITHIN THE POBLACION, THIS MUNICIPALITY, AND PROVIDING PENALTIES FOR ITS VIOLATION”."
"MUNICIPAL ORDINANCE NO. 10, s-1974",“AN ORDINANCE AMENDING SECTION 5 OF MUNICIPAL TAX ORDINANCE NO. 2”.
"MUNICIPAL ORDINANCE NO. 08, s-1974","“AN ORDINANCE REGULATING THE ORDERLY, PEACEFUL AND EQUAL USE OF THE GOVERNMENT REGULATED AND SUPERVISED PARKING SPACE INSIDE THE LAT PROPERTY PUBLIC ULITY VEHICLES, IMPOSING A SERVICE CHARGE THEREOF AND PROVIDING PENALTIES FOR ITS VIOLATION”."
"MUNICIPAL ORDINANCE. NO. 06, s-1974","“AN ORDINANCE REGULATING THE ORDERLY, PEACEFUL AND EQUAL USE OF THE GOVERNMENT REGULATED, SUPERVISED, AND CONSTRUCTED PARKING SPACE AND PASSENGERS’ WAITING SHED WITHIN THE TAGUM PUBLIC MARKET FRONTING ROXAS STREET BY PUBLIC UTILITY VEHICLES, IMPOSING A SERVICE CHARGE THEREOF AND PROVIDING PENALTIES FOR ITS VIOLATION”."
"MUNICIPAL ORDINANCE NO. 07, s-1974","“AN ORDINANCE REGULATING THE ORDERLY, PEACEFUL AND EQUAL USE OF THE GOVERNMENT REGULATED, SUPERVISED PARKING AREAS WITHIN THE TAGUM PUBLIC MARKET ALONG ROXAS, BONIFACIO, OSMEÑA AND QUEZON STREETS BY PUBLIC UTILITY VEHICLES, IMPOSING A SERVICE CHARGE THEREAT AND PROVIDING PENALTIES FOR VIOLATIONS THEREOF”."
"MUNICIPAL ORDINANCE NO. 05, s-1974",“AN ORDINANCE AMENDING SECTION 10 OF MUNICIPAL TAX ORDINANCE NO. 2”.
"MUNICIPAL ORDINANCE NO. 04, s-1974","“AN ORDINANCE REGULATING THE ELECTRICAL INSTALLATION PROVIDING PENALTIES FOR VIOLATIONS THEREOF, AND DEFINING THE DUTIES AND POWERS OF THE MUNICIPAL ELECTRICIAN AND FOR OTHER PURPOSES”."
"MUNICIPAL ORDINANCE NO. 01, s-1974",“AN ORDINANCE PROHIBITING THE EMPLOYMENT OF “HOSPITALITY” GIRLS IN ANY HOUSE OF PLEASURE WITHIN THIS MUNICIPALITY WITHOUT UNDERGOING A COMPLETE MEDICAL EXAMINATION AND PROVIDING PENALTIES FOR VIOLATIONS THEREOF”.
"MUNICIPAL ORDINANCE NO. 03, 1973","“AN ORDINANCE REGULATING THE ESTABLISHMENT, OPERATION AND MAINTENANCE OF RICE AND CORN MILLS PROVIDING PENALTIES FOR VIOLATIONS THEREOF”."
"MUNICIPAL ORDINANCE NO. 02, S-1973",“AN ORDINANCE PROHIBITING THE USE OF MUNICIPAL STREETS AND/OR ROADS WITHIN THE POBLACION AS PERMANENT PARKING PLACE OF PRIVATE VEHICLES AND PROVIDING PENALTIES FOR VIOLATIONS THEREOF AND FOR OTHER PURPOSES AS ARE HEREUNDER PROVIDED”.
"MUNICIPAL ORDINANCE NO. 01, s-1973","“AN ORDINANCE PROHIBITING DISPATCHING IN ANY PUBLIC PARKING PLACE IN THE MUNICIPALITY OF TAGUM, PROVINCE OF DAVAO AND MAKING IT UNLAWFUL FOR ANY PERSON TO COLLECT DISPATCHING FEES AND PROVIDING PENALTIES FOR ITS VIOLATION THEREFORE”."
"MUNICIPAL ORDINANCE NO. 04, S-1972",“AN ORDINANCE REGULATING THE OPERATION OF MOTORIZED PEDICABS PROVIDING THEREIN A PRESCRIBED TIME LIMIT FOR ITS OPERATION AS WELL AS PENALTIES FOR VIOLATIONS THEREOF AND FOR OTHER PURPOSES AS ARE HEREUNDER PROVIDED”.
"MUNICIPAL ORDINANCE NO. 03, S-1972","“AN ORDINANCE REGULATING THE USE, OPERATION AND PLAYING OF JUKEBOXES WITHIN A PRESCRIBE TIME LIMIT AND AREA OF OPERATION, PROVIDING PENALTIES FOR VIOLATIONS THEREOF AND FOR OTHER PURPOSES AS ARE HERUNDER PROVIDED”."
"MUNICIPAL ORDINANCE NO. 02, S-1972","“AN ORDINANCE REGULATING THE SALE AND MANUFACTURE OF DANGEROUS DRUGS, CONTROLLED COMPOUNDS AND NARCOTICS AND THE CURBING OF THE ILLICIT TRAFFIC OF THE SAME BY UNAUTHORIZED MEDICAL PRACTITIONERS AND/OR DOPE PUSHERS, PROVIDING PENALTIES FOR VIOLATIONS THEREOF”."
"MUNICIPAL ORDINANCE NO. 01, S-1972","AN ORDINANCE PROHIBITING THE THROWING OF WASTE MATERIALS, RUBBISHES, GARBAGE OR REFUSE IN THE STREETS AND ELSEWHERE IN THE TOWN PROVIDING PENALTIES FOR VIOLATION THEREOF."
"MUNICIPAL ORDINANCE NO. 05, s-1974",“AN ORDINANCE AMENDING SECTION 10 OF MUNICIPAL TAX ORDINANCE NO. 2”.
"MUNICIPAL ORDINANCE NO. 04, s-1974","“AN ORDINANCE REGULATING THE ELECTRICAL INSTALLATION PROVIDING PENALTIES FOR VIOLATIONS THEREOF, AND DEFINING THE DUTIES AND POWERS OF THE MUNICIPAL ELECTRICIAN AND FOR OTHER PURPOSES”."
"MUNICIPAL ORDINANCE NO. 01, s-1974",“AN ORDINANCE PROHIBITING THE EMPLOYMENT OF “HOSPITALITY” GIRLS IN ANY HOUSE OF PLEASURE WITHIN THIS MUNICIPALITY WITHOUT UNDERGOING A COMPLETE MEDICAL EXAMINATION AND PROVIDING PENALTIES FOR VIOLATIONS THEREOF”.
"MUNICIPAL ORDINANCE NO. 03, 1973","“AN ORDINANCE REGULATING THE ESTABLISHMENT, OPERATION AND MAINTENANCE OF RICE AND CORN MILLS PROVIDING PENALTIES FOR VIOLATIONS THEREOF”."
"MUNICIPAL ORDINANCE NO. 02, S-1973",“AN ORDINANCE PROHIBITING THE USE OF MUNICIPAL STREETS AND/OR ROADS WITHIN THE POBLACION AS PERMANENT PARKING PLACE OF PRIVATE VEHICLES AND PROVIDING PENALTIES FOR VIOLATIONS THEREOF AND FOR OTHER PURPOSES AS ARE HEREUNDER PROVIDED”.
